rmse,rmsle,percentage_of_train_cases,time
698933.3438251752,0.4131934228425848,0.9,0.006741046905517578
900357.2134123557,0.4350005646759903,0.9,0.007102012634277344
1072716.2436542434,0.31898027627714826,0.9,0.00731968879699707
792976.03526143,0.21187765676472467,0.9,0.008363008499145508
761716.6383974641,0.21509318664959454,0.9,0.011296987533569336
533271.3544444088,0.16036125572302937,0.9,0.0072481632232666016
820179.8087743673,0.3688394550621225,0.9,0.012701034545898438
1012075.556548638,0.3247283731605556,0.9,0.012055635452270508
1057312.199324795,0.2879097909530819,0.9,0.007624387741088867
579895.5185330628,0.29251279329160446,0.9,0.012455463409423828
648056.3147852514,0.38944860934370334,0.9,0.010731935501098633
547991.1010425469,0.19594946071200178,0.9,0.016860246658325195
522218.3434234465,0.19010239505646706,0.9,0.007189750671386719
487240.5385744047,0.24819297389754788,0.9,0.00912022590637207
1009704.529715895,0.3156055308605192,0.9,0.007141590118408203
412205.5254764641,0.21969370332806823,0.9,0.007444620132446289
1052333.4691148093,0.3879037763192831,0.9,0.007179737091064453
1130263.152065794,0.33501975513525767,0.9,0.015982866287231445
607364.1172398855,0.2237795292773275,0.9,0.007254838943481445
1078811.6499542417,0.29845033929992465,0.9,0.007442474365234375
663572.7265015157,0.2703824163126517,0.9,0.007528543472290039
642388.0311723442,0.4045829047542518,0.9,0.010894060134887695
462399.29498843633,0.18985393998627603,0.9,0.007105112075805664
660173.4790916553,0.271236293649413,0.9,0.012200593948364258
1280081.4054795092,0.4878264015094382,0.9,0.007233619689941406
886799.4384370424,0.4442769705597172,0.9,0.011922359466552734
646763.5060733445,0.3860425137665656,0.9,0.011705160140991211
561754.5828827573,0.2433709372178488,0.9,0.013175725936889648
583684.3643794276,0.21887146023851892,0.9,0.008516073226928711
1072972.4471581518,0.36430315498827354,0.9,0.011736392974853516
