rmse,rmsle,percentage_of_train_cases,time
1165184.989849448,0.4704106072771545,0.9,0.009251832962036133
998384.4812973529,0.4941614679824407,0.9,0.014993667602539062
610788.306247414,0.3204589336177817,0.9,0.008403301239013672
860520.4098875639,0.2515282472331164,0.9,0.014874696731567383
1277525.3365658955,0.3691651101603206,0.9,0.011594057083129883
580369.4359209451,0.24234449943449668,0.9,0.008573770523071289
879608.5851295136,0.3833526564853307,0.9,0.010225534439086914
1571359.2320181236,0.4149418235920954,0.9,0.008948087692260742
1257778.8003438017,0.36714608934018433,0.9,0.012621402740478516
768514.686024574,0.3781242234017815,0.9,0.008615732192993164
1046564.6567759997,0.4375507866442669,0.9,0.0158841609954834
1198367.0466958494,0.3309894489556762,0.9,0.01030874252319336
611635.9568759828,0.26909597667210267,0.9,0.01707768440246582
1081216.8435865496,0.38766284675412027,0.9,0.012535572052001953
1103327.9922106226,0.4135094218982738,0.9,0.014558076858520508
703954.1740932893,0.38360726740590806,0.9,0.007964849472045898
1162684.44172343,0.45014477120862234,0.9,0.011288166046142578
1138857.5863429653,0.3466421816151396,0.9,0.010692596435546875
896582.2296498811,0.26973793226513965,0.9,0.014693975448608398
1177887.1870918106,0.3392091797977518,0.9,0.011907339096069336
910172.8901860795,0.3578369896077541,0.9,0.007843732833862305
921804.3799986385,0.3999161963506138,0.9,0.012914896011352539
538759.1119733514,0.22254650384964117,0.9,0.014746665954589844
758579.3222512701,0.2813206139840274,0.9,0.013101339340209961
768484.5648833163,0.45812458706240133,0.9,0.013657331466674805
1093906.2232776447,0.4255975833127612,0.9,0.010600566864013672
1520939.0694730761,0.44242754620862207,0.9,0.015269041061401367
644045.5113565926,0.3060385343870984,0.9,0.011720418930053711
956434.8435370733,0.2766030913339475,0.9,0.012871742248535156
625949.7219510425,0.3498921842460129,0.9,0.014361381530761719
